IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
3795,12003276971,71138557304,74638811,INDOMARET TC7J - SUDIRMAN MURUNG RAYA,Murung Raya (Kab),Approved,56:41.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL JEND SUDIRMAN,KEL PURUK CAHU KEC MURUNG,MURUNG RAYA,1999238358,1.00E+11,'000200711385573046,,,,,10416260,9127102,20032370,,,,,SHARING BMRI-BRI-BNI-BTN,15:36.8
3796,12004674456,71153839865,74801362,XXI CAFE MARGO,Depok (Kota),Approved,46:47.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,PT. NUSANTARA SEJAHTERA RAYA,"MARGO CITY LT. 3, JALAN MARGONDA RAYA","NO 3-02 DAN 3-03 KEMIRIMUKA BE, DEPOK",,1.00E+11,'000,,,,,,14358504,,,,,,SINGLE BNI,25:22.4
3797,12004387442,71150404620,74765303,SAGARA CANDIDASA MBL,Karangasem (Kab),Approved,13:57.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,6.73E+19,BALI NATIA CANDIDASA PT,JL RAYA CANDIDASA BR DINAS BUGBUG SAMUH,KEL BUGBUG KARANGASEM,,1.00E+11,'000,,,,,,8481703,,,,,,SINGLE BNI,47:40.1
3798,12004389354,71150404999,74765306,AMING COFFEE - JUANDA,Jakarta Pusat (Kota Administrasi),Approved,17:55.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,PT AMING KOPI INDONESIA,RAFFLES SQUARE JLIR. H JUANDA,KEL KEBON KELAPA KEC GAMBIR JAKARTA PUSAT,,1.00E+11,'000,,,,,,12054625,,,,,,SINGLE BNI,50:50.3
3799,12003588821,71142833146,74685266,BACKUP 2AZ1 FRC 4,Rembang (Kab),Approved,29:40.0,Approval Completed,OPEN - SCHEDULED,Created,Telkomsel,On Deployment,MOVE2500,7.30E+18,JL. RAYA REMBANG-LASEM KM 3 RT.01 RW.05,KEL PASAR BANGGI KEC REMBANG,REMBANG,1999247771,1.00E+11,'000200711428331462,,,,,10431739,5079902,20033000,,,,,SHARING BMRI-BRI-BNI-BTN,42:18.9
3800,12004389211,71150457218,74765329,MINE THE MBL,Gianyar (Kab),Approved,11:16.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,PT DEWATA BALI MANUFACTURER RAYA MONKEY FOREST,KEL UBUD,GIANYAR,,1.00E+11,'000,,,,,,8826202,,,,,,SINGLE BNI,06:43.2
3801,12004413934,71150457783,74765337,BAKMI GM FOOD TRUCK MBL,Jakarta Barat (Kota Administrasi),Approved,24:39.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,8.73E+19,PT GRIYA MIESEJATI JL. ARJUNA UTARA NO.66,KEL DURI KEPA,JAKARTA BARAT,,1.00E+11,'000,,,,,,22876602,,,,,,SINGLE BNI,53:46.2
3802,12002552796,71133311074,74577953,MIDI VC96 CIKARANG BARU 2,Bekasi (Kab),Approved,00:30.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL TARUM BARAT BLOK P1 NO 1-3,KEL JAYA MUKTI KEC CIKARANG PUSAT,BEKASI,1999228234,1.00E+11,'000200711333110743,,,,,10399175,15174723,20033385,,,,,SHARING BMRI-BRI-BNI-BTN,24:13.8
3803,Y0000034550,71151424706,74775761,RAHMAD CELL MBL,Deli Serdang (Kab),Approved,20:26.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,DUSUN V JL BINJAI KM 10.5,GG MESJID LR MURNI KAB DELI SERDANG,,,1.00E+11,'000,,,,,,1450802,,,,,,SINGLE BNI,20:26.8
3804,Y0000034842,71151432434,74775840,MY SALON MBL,Bontang (Kota),Approved,21:21.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL SELAT SELAYAR,TANJUNG LAUT BONTANG SELATAN BONTANG,,,1.00E+11,'000,,,,,,9640402,,,,,,SINGLE BNI,21:21.9
3805,12002552777,71133309695,74577910,MIDI VC21 KALISARI,Jakarta Timur (Kota Administrasi),Approved,03:56.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. KALISARI RAYA NO. 19 RT 003/002,"KEL. KALISARI , KEC. PASAR REBO",JAKARTA TIMUR,1999228171,1.00E+11,'000200711333096959,,,,,10398985,15170903,20033348,,,,,SHARING BMRI-BRI-BNI-BTN,23:54.2
3806,12004413815,71150573324,74766567,IDM I-MOBIL BANDUNG,Bandung (Kota),Approved,35:44.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,7.30E+18,JL. AHMAD YANI NO 806,"KEL CICAHEUM, KEC. KIARACONDONG",BANDUNG,,,,,,,,,,,,,,,SINGLE BMRI,09:11.6
4116,12004599756,71154316139,74805427,RUMAH HAJI ARABIA INAYAH,Cilegon (Kota),Approved,03:57.0,Approval Completed,OPEN - SCHEDULED,Created,Telkomsel,On Deployment,MOVE2500,8.73E+19,PERTOKOAN PERUMNAS BUMI CIBEBER KENCANA,"BLOK E.18 NO 30-31, CIBEBER",CILEGON,,,2.01E+14,,,,,,,20034238,,,,,SINGLE BTN,37:58.5
4117,12003465272,71140485971,74660302,MIDTRANS GPSANDALMDR,Jakarta Pusat (Kota Administrasi),Approved,35:43.0,Approval Completed,,,None,On Operation,,,MID PLAZA 2 25TH FLOOR,JAKARTA PUSAT,,,,,,,,,,,,,,,,SINGLE BMRI,36:24.5
4118,12002513568,71133303532,74577725,MIDI SC56 PENGGILINGAN,Jakarta Timur (Kota Administrasi),Approved,37:41.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA126485,JL RY PENGGILINGAN NO 20 RT 005 RW 06,KEL PENGGILINGAN KEC CAKUNG,JAKARTA TIMUR,1999228032,1.00E+11,'000200711333035323,,,,,10398568,15160303,20033045,,,,,SHARING BMRI-BRI-BNI-BTN,21:03.4
4119,12003609610,71141432621,74669541,SUSURU PIK MBL,Jakarta Utara (Kota Administrasi),Approved,39:52.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,CENTRAL MARKET LT.1 FF,12B GOLF ISLAND KAWASAN,PANTAI MAJU JL BOULEVARD RAYA,,1.00E+11,'000,,,,,,12026401,,,,,,SINGLE BNI,42:41.9
4120,12003609452,71141432435,74669529,SOGO DEPT STORE MKG,Jakarta Utara (Kota Administrasi),Approved,04:24.0,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,3.73E+19,PT. PANEN LESTARI INTERNUSA,"MALL KELAPA GADING 2 LT 1-3, JL. KLP. GADING","RT.13/RW.18, KLP GADINGTIM., K, JAKARTA UTARA",,1.00E+11,'000,,,,,,15151226,,,,,,SINGLE BNI,30:05.8
4121,12003278486,71138558206,74638829,INDOMARET TCVU -  GRIYA ALAM SENTUL 2,Bogor (Kab),Approved,46:20.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,JL. GRIYA ALAM SENTUL,KEL. KADUMANGGU KEC. BABAKAN MADANG,BOGOR,1999238370,1.00E+11,'000200711385582068,,,,,10416272,14324903,20032379,,,,,SHARING BMRI-BRI-BNI-BTN,15:41.3
4122,12004698384,71154088862,74804278,SIMA SUMBA HOTEL MBL,Sumba Barat Daya (Kab),Approved,31:39.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.73E+19,PT SIMA TENTRAM LESTARI,JL RAJA YOHANES NGONGO BANI KEL WEE RENA,SUMBA BARAT DAYA,,1.00E+11,'000,,,,,,8846403,,,,,,SINGLE BNI,39:41.9
4123,12004011310,71146769762,74726934,1YZ1 ALFAMART MDO DEPO GORONTALO 5 ANDROID,Minahasa Utara (Kab),Approved,17:05.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,PT. SUMBER ALFARIA TRIJAYA ( 1YZ1 ),JL. RAYA WORANG BYPASS KEL KARAGESAN,"KEC KAUDITAN, MINAHASA UTARA",,,,,,,,,,,,,,,SINGLE BMRI,53:12.1
4124,12004540731,71152330723,74784817,BAROKAH MART MBL,Mojokerto (Kab),Approved,35:14.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,DSN MOJO RT 01 RW 52,PS. KESEMEN KEC NGORO,MOJOKERTO,,1.00E+11,'000,,,,,,6341603,,,,,,SINGLE BNI,25:51.3
4125,12004699811,71154457872,74808503,NOTARIS ROSIDA MBL,Jakarta Selatan (Kota Administrasi),Approved,02:09.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KALIBATA OFFICE PARK BLOK D,JL RAYA PASAR MINGGU NO 21 KEL KALIBATA,"KEC PANCORAN, JAKARTA SELATAN",,1.00E+11,'000,,,,,,10098002,,,,,,SINGLE BNI,45:13.5
4126,12003684522,71142832337,74685252,DC21 MIDI JUANDA TASIK,Tasikmalaya (Kota),Approved,56:35.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2295KA126495,JL IR. H JUANDA NO. 16 RT.004 RW.008,KEL LINGGAJAYA KEC MANGKUBUMI,TASIKMALAYA,1999241308,1.00E+11,'000200711428323373,,,,,10422393,4165705,20032834,,,,,SHARING BMRI-BRI-BNI-BTN,37:12.4
4127,Y0000034820,71151430351,74775819,TRIJAYA SURYA LOGAM MBL,Banjarmasin (Kota),Approved,21:06.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,JL. PRAMUKA NO.23,BANJARMASIN TIMUR BANJARMASIN,,,1.00E+11,'000,,,,,,9636202,,,,,,SINGLE BNI,55:56.3
4128,12004386149,71152085972,74781736,DYSON,Jakarta Selatan (Kota Administrasi),Approved,14:49.0,Approval Completed,,,None,On Operation,,,PRUDENTIAL TOWER LT. 22 JL JEND SUDIRMAN KAV. 79,KEL. SETIA BUDI KEC. SETIABUDI,JAKARTA SELATAN,,,,,,,,,,,,,,,SINGLE BMRI,17:27.2
4129,Y0000034637,71151425987,74775773,CHINESE FOOD FISIP MBL,Depok (Kota),Approved,20:35.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,AREA KANTIN FAKULTAS,FISIP UNIVERSITAS,INDONESIA DEPOK,,1.00E+11,'000,,,,,,14296204,,,,,,SINGLE BNI,16:35.9
4130,12003921323,71144728595,74704916,BAKMIE SIANTAR PAUS MBL,Jakarta Timur (Kota Administrasi),Approved,27:50.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JL SUNAN SEDAYU BLOK A NO 1,KEL JATI KEC PULO GADUNG,JAKARTA TIMUR,,1.00E+11,'000,,,,,,15189304,,,,,,SINGLE BNI,25:14.6
4131,12003610714,71142832244,74685249,MIDI UC14 JATI RANGGON,Bekasi (Kota),Approved,36:42.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA PABUARAN KP. RADEN RT. 004/ 01,KEL JATI RANGGON KEC JATI SAMPURNA,BEKASI,1999228106,1.00E+11,'000200711428322440,,,,,10398791,15165504,20033663,,,,,SHARING BMRI-BRI-BNI-BTN,43:26.2
4132,12003467893,71142680055,74683006,INDOMARET TIWW -  REST AREA 597 A,Magetan (Kab),Approved,07:36.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,JL. TOL SALATIGA-KERTOSONO,KEL SUKOWIDI KEC KARTOHARJO,MAGETAN,1999238385,1.00E+11,'000200711426800551,,,,,10416287,18073202,20033028,,,,,SHARING BMRI-BRI-BNI-BTN,16:37.0
4133,12004699732,71154320166,74806924,DENPASAR ELECTRONIC,Denpasar (Kota),Approved,37:05.0,Approval Completed,OPEN - SCHEDULED,Created,Telkomsel,On Deployment,MOVE2500,7.73E+19,JL. VETERAN NO. 25,KEL DANGIN PURI KAUH KEC DENPASAR UTARA,DENPASAR,,,2.01E+14,,,,,,,20034241,,,,,SINGLE BTN,28:55.1
4134,12002971552,71134933609,74596845,DWIDAYATOUR.CO.ID AEON MALL - PB 3,Tangerang (Kab),Approved,45:57.0,Approval Completed,,,None,On Operation,,,AEON MALL BSD CITY LT 3 UNIT 35,JL BSD RAYA UTAMA KEC PAGEDANGAN,TANGERANG,,,,,,,,,,,,,,,SINGLE BMRI,03:26.5
4135,12003083163,71135170998,74601342,DWIDAYATOUR.CO.ID BANDUNG - PB 3,Bandung (Kota),Approved,30:34.0,Approval Completed,,,None,On Operation,,,RUKO PASKAL HYPERSQUARE BLOK F7,"JL. PASAR KALIKI NO. 25-27, BANDUNG",,,,,,,,,,,,,,,,SINGLE BMRI,30:34.6
4136,12003083179,71135172516,74601409,DWIDAYATOUR.CO.ID BALI TEUKU UMAR - PB 3,Denpasar (Kota),Approved,30:44.0,Approval Completed,,,None,On Operation,,,"JL. TEUKU UMAR NO. 77 BLOK C, DAUH PUTRI KLOD",DENPASAR BARAT,,,,,,,,,,,,,,,,SINGLE BMRI,30:45.1
4441,12004650625,71153766686,74800500,EXH TJ BAR MBL,Jakarta Selatan (Kota Administrasi),Approved,56:09.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,HOTEL ALILA SCBD,BASEMENT 1 (MEZZANINE) KAWASANSCBD LOT.11,JAKARTA,,1.00E+11,'000,,,,,,10577523,,,,,,SINGLE BNI,12:05.1
4442,12003435742,71139875683,74653667,YUAN MARKET KOKAS MBL,Jakarta Selatan (Kota Administrasi),Approved,12:35.0,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,4.73E+19,MALL KOTA KSABLANKA UNIT 126 LT 1,JAKARTA SELATAN,,,1.00E+11,'000,,,,,,10029602,,,,,,SINGLE BNI,25:18.6
4443,12004207352,71148829399,74748641,TOKO BAKU DIANA,Mimika (Kab),Approved,03:37.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL HASANUDDIN,MIMIKA,,,,2.01E+14,,,,,,,20033224,,,,,SINGLE BTN,31:18.2
4444,12003468518,71139876020,74653671,CAFE SULTAN 99 MBL,Probolinggo (Kab),Approved,56:03.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL RANDU MERAK,KEC PAITON,PROBOLINGGO,,1.00E+11,'000,,,,,,18359504,,,,,,SINGLE BNI,57:33.8
4445,12004441083,71154489667,74808993,MDS TAMAN ANGGREK,Jakarta Barat (Kota Administrasi),Approved,02:27.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL. LETJEN S. PARMAN NO.KAV. 21, RT.12/RW.1","TOMANG, KEC. GROGOL PETAMBURAN",JAKARTA BARAT,1999250905,1.00E+11,'000,,,,,10435908,12052439,,,,,,SHARING BMRI-BRI-BNI,01:27.2
4446,12004357958,71149766495,74758313,HELLO KUNINGAN CITY MBL,Jakarta Selatan (Kota Administrasi),Approved,01:29.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,KUNINGAN CITY LANTAI GF NO. 09,JL. PROF DR. SATRIO NO.KAV. 18 KUNINGAN,KEL KARET KUNINGAN JAKARTA SELATAN,,1.00E+11,'000,,,,,,10793722,,,,,,SINGLE BNI,40:21.4
4447,Y0000039624,71153765970,74800493,PILAR MBL,Tulungagung (Kab),Approved,53:22.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JL PAHLAWAN 107B,KEDUNGWARU,TULUNGAGUNG KEC KEDUNGWARU,,1.00E+11,'000,,,,,,18109302,,,,,,SINGLE BNI,53:48.4
4448,12003380263,71138979198,74642572,M1P1 ALFAMART CANDIMULYO JOMBANG,Jombang (Kab),Approved,05:44.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,Android,2272CA174279,JL KEMUNING,KEL. CANDI MULYO KEC. JOMBANG,JOMBANG,1999245257,1.00E+11,'000200711389791985,,,,,10429063,6097602,20032529,,,,,SHARING BMRI-BRI-BNI-BTN,50:55.4
4449,12004152045,71147400634,74733714,THE HARVEST JOGLO,Jakarta Barat (Kota Administrasi),Approved,09:14.0,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,9.73E+19,PT MOUNT SCOPUS INDONESIA JL. JOGLO RAYA NO. 35,"RT.012/003, KEL JOGLO KEC KEMBANGAN",JAKARTA BARAT,,1.00E+11,'000,,,,,,12051335,,,,,,SINGLE BNI,55:53.0
4450,12003251665,71138303434,74636276,INDOMARET TX6P -  RAYA KEMBANGARUM,Demak (Kab),Approved,07:26.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,JL RAYA SEMARANG-PURWODADI,KEL KEMBANGARUM KEC MRANGGEN,DEMAK,1999240045,1.00E+11,'000200711383034349,,,,,10419159,5078602,20032250,,,,,SHARING BMRI-BRI-BNI-BTN,14:50.1
4451,12003280306,71138357964,74636719,INDOMARET TO7U - FRESH MELI MELO,Bekasi (Kota),Approved,44:08.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.73E+19,KOMPLEK MELI MELO 3 NO.06,KEL.MEDAN SATRIA KEC. MEDAN SATRIA,BEKASI,1999238692,1.00E+11,'000200711383579646,,,,,10416746,15173405,20032305,,,,,SHARING BMRI-BRI-BNI-BTN,15:17.7
4452,12003252771,71138304057,74636282,INDOMARET TY1Q -  TATAH PEMANGKIH,Banjar-KalSel (Kab),Approved,56:38.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,JL TATAH PEMANGKIH,KEL TATAH PEMANGKIH LAUT KEC KERTAK HANYAR,BANJAR-KALSEL,1999238352,1.00E+11,'000200711383040571,,,,,10416254,9126602,20032256,,,,,SHARING BMRI-BRI-BNI-BTN,14:53.1
4453,12003609414,71141957027,74675915,SIOMAY MENTENG SK,Jakarta Pusat (Kota Administrasi),Approved,43:01.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,3.73E+19,ISTORA GELORA BUNG KARNO,"JL. PINTU SATU SENAYAN NO.1, RT.1/RW.3","KEL GELORA KEC TANAH ABANG, JAKARTA PUSAT",,,2.01E+14,,,,,,,20032651,,,,,SINGLE BTN,34:20.9
4454,12003251636,71140497586,74660352,INDOMARET FR9W - A YANI KM 122,Tanah Laut (Kab),Approved,50:41.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,JL A YANI,KEL ASAM ASAM KEC JORONG,TANAH LAUT,1999238350,1.00E+11,'000200711404975864,,,,,10416252,9126402,20032494,,,,,SHARING BMRI-BRI-BNI-BTN,15:57.1
4455,12003277002,71138364039,74636912,INDOMARET FERS -  TANJUNG ANOM,Pringsewu (Kab),Approved,15:17.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL.RAYA TANJUNG ANOM,KEL.TANJUNG ANOM KEC.AMBARAWA,PRINGSEWU,1999238671,1.00E+11,'000200711383640397,,,,,10416724,3031805,20032291,,,,,SHARING BMRI-BRI-BNI-BTN,15:18.7
4456,12004600690,71153945037,74802612,SPBU 3417117,Bekasi (Kota),Approved,36:14.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,JL RAYA SULTAN AGUNG KM 23 RT 001 RW 002,KEL MEDAN SATRIA KEC MEDAN SATRIA,BEKASI,,1.00E+11,'000,,,,,,15715703,,,,,,SINGLE BNI,04:11.0
4457,12003276214,71138555407,74638780,INDOMARET FVK4 -  TUPAI KEDATON,Bandar Lampung (Kota),Approved,30:53.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,JL. TUPAI,KEL. SUKAMENANTI KEC. KEDATON,BANDAR LAMPUNG,1999238652,1.00E+11,'000200711385554078,,,,,10416705,3121902,20032365,,,,,SHARING BMRI-BRI-BNI-BTN,15:34.2
4458,12004572093,71154078493,74804248,JD22 ALFAMART RAWA RAGAS,Bogor (Kab),Approved,12:09.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,KP RAWA RAGAS RT 014 RW 007,KEL BOJONG KEC KLAPA NUNGGAL (KELAPA NUNGGAL),BOGOR,,,,,,,,,,,,,,,SINGLE BMRI,53:31.0
4459,12003586273,71142829119,74685209,N935 ALFAMART TENJOLAYA,Bandung (Kab),Approved,56:29.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,BABAKAN LIUNGAUNUNG RT 03 RW 023,KEL TENJOLAYA KEC PASIRJAMBU,BANDUNG,1999238732,1.00E+11,'000200711428291197,,,,,10416786,4769099,20033790,,,,,SHARING BMRI-BRI-BNI-BTN,42:18.6
4769,12004572084,71153840900,74801401,XB04 ALFAMART MULYAHARJA,Bogor (Kota),Approved,05:46.0,Merchant Analyst,OPEN - WAREHOUSE,,Telkomsel,New Request,,,"JL. RAYA CIBEUREUM RT.002, RW.004",KEL MULYAHARJA KEC BOGOR SELATAN,BOGOR,,,,,,,,,,,,,,,SINGLE BMRI,48:03.5
4770,12004152864,71147401164,74733731,EXH PULE YOGYA BOGOR JUNCTION MBL,Bogor (Kota),Approved,28:42.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.30E+18,PT AKUR PRATAMA,JL JEND SUDIRMAN NO 11,BOGOR,,1.00E+11,'000,,,,,,14357309,,,,,,SINGLE BNI,56:36.6
4771,12003276221,71138305424,74636296,INDOMARET TJ8C - KH HASIM ASHARI,Bandar Lampung (Kota),Approved,44:46.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,JL. KH HASIM ASHARI,KEL TALANG KEC TELUK BETUNG SELATAN,BANDAR LAMPUNG,1999238655,1.00E+11,'000200711383054240,,,,,10416708,3032905,20032271,,,,,SHARING BMRI-BRI-BNI-BTN,15:00.2
4772,12002548886,71133308321,74577871,MIDI VC01 PALUMBON SARI,Karawang (Kab),Approved,33:01.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,DSN. KRAJAN RT.02/08,KEL. PALUMBON SARI KEC. KARAWANG TIMUR,KARAWANG,1999228153,1.00E+11,'000200711333083214,,,,,10398931,15169203,20033309,,,,,SHARING BMRI-BRI-BNI-BTN,23:35.8
4773,12002597464,71133314245,74578051,MIDI VC85 CIDOMBA,Karawang (Kab),Approved,53:52.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL CIDOMBA RT 10/04,KEL PINAYUNGAN KEC TELUK JAMBE TIMUR,KARAWANG,1999228226,1.00E+11,'000200711333142456,,,,,10399151,15174223,20033466,,,,,SHARING BMRI-BRI-BNI-BTN,25:02.2
4774,12004593796,71153803153,74800925,FRUITSCOCONUT KARAWACI,Tangerang (Kab),Approved,43:26.0,Approval Completed,OPEN - SCHEDULED,Pending - Customer,Telkomsel,On Deployment,MOVE2500,2.73E+19,JL DR SUKAMAN BLOK E1/19,KEL BENCONGAN KEC KELAPA DUA,TANGERANG,,,2.01E+14,,,,,,,20033982,,,,,SINGLE BTN,30:52.2
4775,12004334952,71150077781,74761306,MURAA SUPERMARKET MBL,Gorontalo (Kab),Approved,06:04.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.73E+19,MURAA SUPERMARKET MBL JL A.A. WAHAB NO.7 DUSUN 5,"DESA BULILA, KECAMATAN TELAGA",GORONTALO,,1.00E+11,'000,,,,,,11368106,,,,,,SINGLE BNI,35:10.3
4776,12004627715,71154490423,74809052,MDS ROYAL SURABAYA,Surabaya (Kota),Approved,22:03.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL AHMAD YANI NO 16-18,KEL  WONOKROMO KEC WONOKROMO,SURABAYA,,,,,,,,,,,,,,,SINGLE BMRI,50:28.6
4777,12003721167,71142549681,74682132,PMR IIMS - 2023,Jakarta Pusat (Kota Administrasi),Approved,19:49.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,6.73E+19,ARENA JIEXPO KEMAYORAN JAKARTA,KEL KEMAYORAN KEC KEMAYORAN,"JAKARTA PUSAT , DKI JAKARTA",,,,,21169917,,,,,,,MTIS0050,,,SINGLE DANAMON,42:19.7
4778,12004330237,71149985113,74760645,6CA1 LAWSON SHOP BANYU URIP,Surabaya (Kota),Approved,17:30.0,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,JL BANYU URIP NO 151,KEL BANYU URIP KEC SAWAHAN,SURABAYA,1999254476,1.00E+11,'000,,,,,10442328,6104502,,,,,,SHARING BMRI-BRI-BNI,20:28.5
4779,12003609445,71141957306,74675922,RUCI'S JOINT,Jakarta Pusat (Kota Administrasi),Approved,59:18.0,Approval Completed,CLOSE - COMPLETED,Complete,None,Withdrawal,MOVE2500,4.73E+19,ISTORA GELORA BUNG KARNO,"JL. PINTU SATU SENAYAN NO.1, RT.1/RW.3",KEL GELORA KEC TANAH ABANG JAKARTA PUSAT,,,2.01E+14,,,,,,,20032658,,,,,SINGLE BTN,54:27.8
4780,12003624499,71141959110,74675961,PERUM PERUMNAS,Jakarta Pusat (Kota Administrasi),Approved,13:56.0,Approval Completed,CLOSE - COMPLETED,Complete,None,Withdrawal,MOVE2500,2.73E+19,ISTORA GELORA BUNG KARNO,"JL. PINTU SATU SENAYAN NO.1, RT.1/RW.3","KEL GELORA KEC TANAH ABANG, JAKARTA PUSAT",,,2.01E+14,,,,,,,20032697,,,,,SINGLE BTN,00:08.2
4781,12003400090,71140484132,74660281,TICKETS. MISTERALADIN.COM /FLIGHT,Jakarta Pusat (Kota Administrasi),Approved,02:49.0,Approval Completed,,,None,On Operation,,,MNC TOWER LT. 21,JL. KEBON SIRIH MENTENG NO. 17-19,JAKARTA PUSAT,,,,,,,,,,,,,,,SINGLE BMRI,29:46.2
4782,12003435736,71140422067,74660108,I871 ALFAMART RAYA KARANGGEDANG,Purbalingga (Kab),Approved,09:47.0,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL RAYA KARANGGEDANG RT 023 RW 008,KEL KARANGGEDANG KEC BUKATEJA,PURBALINGGA,1999245234,1.00E+11,'000200711404220676,,,,,10429040,17104271,20033705,,,,,SHARING BMRI-BRI-BNI-BTN,46:13.2
