SYS_ID_TR_MERCHANT_REGISTRATION,NUMBERS
3bff891c-01b5-428c-92f1-8f1a912539d1,Y0000003178
2b55e6db-7f97-49c1-8208-9ef9e19a5b44,Y0000003184
d8438f30-2259-435a-a0e6-9eb26dbbcd15,Y0000003189
28fab424-e396-46fb-ba0d-388a22ac345b,Y0000003183
a8794fe3-1db9-43a5-9cdd-48a7fd1cb681,Y0000003188
6bfc1295-1974-4456-aa83-ba8b5c7f6449,Y0000003177
6f0bdbbd-ee2e-439b-94e6-917087bb1c4b,Y0000003185
54f17d62-e19e-4a82-9bed-9362b6da087d,Y0000003193
6a470a00-0874-43c5-a44e-ecb42b2cbb02,Y0000003204
9f173fa3-9765-440d-ae67-4adca3b7dd46,Y0000004218
da27eedb-bd1d-425d-8a7b-cd7c8ce7f582,Y0000003644
b0aa2b87-9782-4d97-8caa-0a51d0073c88,Y0000000688
f89ac31b-7b8d-4e99-a0f0-1c7043661d32,Y0000040428
72ccaa05-ef19-43cb-af71-bc9d6c550280,Y0000000869
ed52e162-f8bb-4ff9-98c3-f12193e8f9fd,Y0000003259
c3f639d8-7965-4081-9506-cf7bfcd649fa, 0000000327
f84cc8cd-91b4-4511-b89d-bf4e7d51bf86,Y0000003811
039bd91d-f891-42d3-b594-392faa7e4f11,Y0000003812
ee70c3ad-c859-499f-ba08-b69e78edbdd5,Y0000003813
b045245e-c9fa-414b-9f36-1d5fd1c2c099, 0000000346
5f994ed4-3c50-4c50-bf06-39a90605835f,Y0000004220
cd39afdd-3193-459d-8740-c92c8bbe3396,Y0000004224
931e3229-fe9d-4e9d-9fe9-6c8754b03e80,Y0000004143
ca9f9e4a-35d6-4ab9-b638-e2c01c13b766,Y0000004228
aef417fd-6ce5-4cfb-aa3b-44cdcf2f0c21,Y0000004141
a2d8b95d-0cc3-4d01-bcc5-62f7fff35b71,Y0000004222
78eb068f-cf8f-4323-bc60-85c61cbe2a3d,Y0000004229
4dcdd7b0-4c71-44b5-94d5-609febc3bcbf,Y0000004016
eaba8705-22f5-40ed-b21b-5bba7ee47b84,Y0000004008
6362ac4e-f9de-4591-9023-387ac6cc5cd7,Y0000004014
1e9b9f71-99ef-46b0-9a48-ae4990558542,Y0000004012
a128588f-be0a-4bc7-83f2-4c5f7edceaf0,Y0000004023
1ab17470-a5a6-4793-b1e1-d1115225a610,Y0000004020
32f98c17-43a8-4e09-8159-c25dc481a78d,Y0000004018
db27cb1e-7488-4693-8e12-51de06c0f03c,Y0000004027
424fffd9-dc4a-45fd-80cc-958e7ad1f5ec,Y0000004025
a5a7ff75-3bef-40c1-9280-9bbfc511c5bf,Y0000004033
123f7039-c024-45de-b24a-83b6936c1265,Y0000004040
fd180e30-a415-4177-a63a-2d60cce1d048,Y0000004044
593d48b6-c8ed-4196-b9ef-86e867c68ff3,Y0000004410
4c57b097-84a1-4d12-bb81-de26cc22627a,Y0000004404
b97e2748-983c-4a57-8ef5-53560913e6a6,Y0000004402
e4b4d67c-6c4a-4ddc-adc0-142ebab84230,Y0000004416
afa52bc6-e4d2-422d-8238-c1a1577c0477,Y0000004409
b266762a-ad57-4946-861f-f3a013c2884e,Y0000004407
04af4d9d-8ea6-4c40-83fc-a23b23c6e086,Y0000004399
264de11d-4cc0-4b58-88b3-2354f01e7bfc,Y0000004405
3c83c822-3961-40fd-839c-d5172247805b,Y0000004401
db13d4d3-93da-4e83-8ba2-d9cbef668bd3,Y0000004400
e356164e-7af8-455e-a7bf-b2e2e67d18dc,Y0000004257
12489638-d550-4d59-93ee-f702a2de1a35,Y0000004269
47f86df8-443f-4097-9d94-69b20695fd92,Y0000004280
d8cadb19-8f4e-4b86-9db7-13f2ad5ec5b2,Y0000001421
f24d2c66-76c3-4563-aa8b-0bcfed5d620a,Y0000051245
9090f60a-7ddf-4df8-b9b3-d073d8ccdd0e,Y0000001036
f863c278-2795-431f-a248-72d1a4baecab,Y0000005080
568b72d9-a1cc-4ec3-aceb-45543d0a249a, 0000000305
84db366d-56fb-4c49-a282-e4f55f79d11d,Y0000001298
68b7ec42-7dc6-4d28-82d7-909436d14bf8,Y0000046585
21a4278b-60f4-40c5-a7b1-338e97bada8f,Y0000000505
0270b566-7e94-40ef-b81d-1fa2a958cbd3,Y0000041977
e933ffe0-40b5-4ad6-9bfc-87bc566f5dbc, 0000000280
90cd6975-8d47-4924-bd65-e34ac08b6223, 0000000293
76e842d2-283c-4625-8237-07089e301539, 0000000297
cd3fc53b-2b89-4a8e-a44c-28b92c5b6c99, 0000000277
896c2417-31f4-418d-9bc2-12c6d0d166ae, 0000000312
0dd83bb6-785f-485b-9d44-b5b4c003ff72, 0000000369
a9556384-9e3f-4896-82af-46cbbd2eeedc, 0000000391
dd6f2628-4a22-4f15-9930-10c079b9495e, 00094
9c14f338-cef4-4a7c-891c-c397a8c5f62b, 00126
cc86a676-6ad5-4cc6-82f1-761986401e61,00156
b3aa4786-b3ae-4689-a63b-8ecbd548e62a,00218
4bdb97b5-0674-46a1-98cf-b25111e74a72,Y0000000465
2a12f75a-d098-4302-9fc1-633021543f36,Y0000000570
9290f30c-d03c-4e69-bbe1-82a37c42e14d,Y0000000631
ab989112-735a-471f-bca6-040aebef66cd,Y0000000633
d81cf246-a04b-4042-91a7-3eb95a75e709,Y0000000719
3acf67f7-b7f6-4081-9113-144a6e242b37,Y0000000958
17fb91cf-1ee0-44ae-ae75-e8f8029be736,X0000001075
099c6c3f-95a8-4e4e-83b6-d74eba64a664,X0000001077
30688c4f-09b1-4aac-a530-46ceeb02b002,C0000001008
8c5d33f2-b925-4e37-b76c-4bd198865c2b,Y0000008887
2ceb3914-a8fb-4506-a31a-28e8f715e97b,Y0000000586
130c1ffe-81df-4478-a7c0-941234280449,Y0000003591
776f4e40-6fe8-483a-aaa8-4b86c4811815,Y0000003565
a0574f23-b1fc-438c-9d69-081017cb88a5,Y0000005569
73fe1644-d35f-4764-bdb8-6e7310cc07e9,Y0000004749
13db2c7f-11c4-451a-bf4d-4f31e0b0e82e,Y0000004748
eed8f127-4fa0-4f07-87e6-e4f3966bc912,Y0000004741
29ff7f4f-62a8-48c2-9e25-857390184027,Y0000004750
df3e7bb6-8a96-4c13-9121-cb0ed649347d,Y0000004733
16fb5617-5ba0-4495-90d2-0f63eb325325,Y0000004744
1b2882d6-ea91-4164-a615-384f64a5e141,Y0000004735
78e99f5a-ff46-4380-8f92-183d0d1c5f88,Y0000004948
58a55ae7-c4cb-4844-b7a6-a38c361a8a62,Y0000004946
7a9dd315-6973-4990-8409-b90602331733,Y0000004944
3134cdbb-1d3f-4cd4-8696-3b4fd91ac279,Y0000003593
e6f9edb2-0a46-4d72-aa48-369cdefcf3ee,Y0000000425
d8eba601-9f8c-492f-90d7-42cbb15fc208,Y0000004659
7923ff4b-64bb-45ee-8884-e0403d54af10,Y0000004661
c147986f-823a-4246-8492-bf7a56273d75,Y0000004660
adefa712-d396-4739-a1bd-23aa1a4db9bf,Y0000004655
0a533a7e-fea4-4097-9bc1-b003628ed252,Y0000004656
5ba798a7-2548-429a-ba94-d9ee4d9f0476,Y0000004604
3ba36826-f717-4aee-9655-d16eb882167a,Y0000004623
ee9a2bd6-07f6-4d51-9198-f1ca6ea2612e,Y0000004605
da2a52b6-c3ee-493b-8a3e-08b7a538b843,Y0000004657
14a97c7a-9cfd-487b-8919-74e9fed06442, 0000000344
391c4844-7a38-4f96-8d98-f6ccf8496c85,Y0000000662
e0ed7887-3984-45ad-8189-c6b853021b9c,Y0000004971
42f812e2-22a8-44e6-bc15-ee52d6519eb1,Y0000011019
8019635e-73c6-4306-a52d-3f04b84a3195, 00098
933ee910-adf1-49dc-9499-0774af2c64e7,Y0000050972
e2d02b70-0b60-4425-a69d-f6f9148917cd,Y0000021540
749cb9be-62b5-4187-a80e-ec6cfab3270b,Y0000004683
447bca6c-4b65-4c8a-92e7-f59da8fd2e6d,Y0000000699
df469ff5-2242-4767-be23-a863f74342e5,Y0000000898
efcac542-ba1d-484a-8a18-3cde00e47fd3, 0000000368
9234dbe7-c096-4987-aec7-746c29580b8d,Y0000021282
fc35f817-f88a-4acd-bee9-a01e7a064f9a,Y0000042022
f55ef650-5745-4aba-a65f-e675ac6d6947,Y0000000452
8ab6b636-8be3-4072-8693-6c3157547ae3,Y0000014959
b41367e0-fa38-4e1b-bacf-6344d8ad5acb,Y0000014975
b2125078-a55b-4458-82a3-163c118ddaaf,Y0000000649
ed9f8f1e-6ed7-4f68-adaa-fe2db940dd43,Y0000000837
ca9f9200-c8d6-41df-b7b5-8e5515d9f1d9,Y0000000496
4adda5ae-1573-418d-ad4b-e519e11879a1,Y0000041602
fb5a4190-19b7-4610-ad6a-cafacde6658b,Y0000004420
12bfbbf4-57bb-4a24-8ff0-8477df71e45f, 0000000396
32618da9-2e5d-4c54-a0f3-5c1f0bc1c3e4,Y0000000815
77f14b62-f550-4c1a-9b87-b8277699ba1f,Y0000045590
53321be3-cd57-46a1-96a3-4b898b824275,Y0000022372
2b96d317-5743-4ce9-9710-608268fc3acc,Y0000001020
da68049d-4e23-4efa-90d0-86e8d2e76686,Y0000001180
bb26dad6-5a5e-4303-bd71-a96d3dc3730c,Y0000000591
705d5324-77ed-478d-bcbb-756bf2edc568,Y0000014972
b79218af-50f3-4cc1-ad42-3b0b006ed3fc,Y0000000588
9b44fa36-b414-4d64-bed1-58310e1d4023,Y0000002690
a2e0e603-a530-4b75-8910-d86d527d6a43,Y0000004727
59f23e90-edd5-4257-89b3-92b1da03bcbe,Y0000017914
c555ef82-385c-4b0d-8c63-55e5d609f122,Y0000001017
9672fea3-ed95-4f0e-b6b9-852cf933697c,Y0000047435
5af3a643-e5cc-4a68-bd65-a91ec1c87244,Y0000017568
e0acee54-2488-4c64-9b9a-6534a19f7db5,Y0000018745
63b310ef-3f78-4b87-aac9-2f4afd2dc87c,Y0000018677
ac586b7d-f95a-4ca4-98f1-624651813fa2,Y0000000922
4f921584-9153-409e-9d51-409a2ccdbc2d,Y0000001025
da3f03af-b298-481f-87e4-a3fb61ad4f9c,Y0000041600
dbece565-3fa8-4a64-b055-340a0d090aa1,Y0000000843
eab5ccd8-0877-4a36-b4f4-2d8ebb08b6a2,Y0000000491
a821401d-b9c8-4631-8165-49351cb5752b,Y0000018186
0dba950c-ffd8-4f71-a953-935176a452a2,Y0000046546
3390ab8c-c9cb-4241-af36-8cb7d2f012e7,Y0000047432
eb2cd26f-2cf6-4ca6-a297-d7d534a3decd,Y0000018506
a6783a31-9cb8-451b-b090-52a0e3bd7d7b,Y0000018504
a32d8204-6c08-443d-aa5e-35eb5f625c6b,Y0000000702
1e530478-05cd-4272-a0ce-199ae0b40a4e,Y0000018753
0dd14651-82f9-45a3-95b7-6776b0a72ed4,Y0000018751
2ca03b9b-e731-411c-987c-248299ea48ce,Y0000018749
d6acdfd3-0212-454f-8b79-14aa0761fc59,Y0000018752
1d4ff239-0696-41ff-9d8a-aa1d8fe864d2,Y0000051036
4fbab8ad-49c2-4fce-b089-68e29acd4442,Y0000018754
3848ba1d-cca8-4459-95bd-c0f32703af35,Y0000018757
44d74ef5-d8cf-47a1-83e8-7d2254bab87d,Y0000018674
aef003e1-91f7-4eb8-9998-89d3eabd40ca,Y0000003759
353f5ffd-6dcb-4734-b49c-9168a86b2709,Y0000020248
97655ffd-f68c-4502-bfb1-c5a38f0051db,Y0000020088
c574a19a-f587-4ddd-ac9d-7265fe00ca4d,Y0000047608
d2a24680-092c-4049-bfdf-23c4c138ec99,Y0000018797
e0c1f7ad-a868-40ba-af38-8fae9e65318d, 0000000317
47750349-b53a-404e-a3c6-e8e527545556,Y0000042153
d6bbb4a3-e9d4-4ca1-8d8a-f0f95e63880c,Y0000041593
78f17335-ae30-4dc0-a0b9-92752eb15da8,Y0000017997
634607d7-4242-4b9c-89aa-d01c80bdeb4e, 0000000348
479ac8ce-3b1b-441a-970b-2e81791c0107,Y0000024326
5cc2394a-a57b-410c-a1da-a3144bfef7fa,Y0000024328
7ae409cf-ef39-4921-a2f6-6a39de5b4725,Y0000024322
051742ba-7039-49cb-8a48-ef3d42d53cd9,Y0000024320
b65d6064-51b6-4e89-a7e5-5c62078dd934,Y0000024321
8b6d6bcd-f3bd-4e5a-9b7c-d527faeaf68b,Y0000024323
744902a9-444d-4baa-a382-1b6ebf523d3c,Y0000024329
aac0d6fb-850f-456e-992a-22977fc5cb6e,Y0000024330
ed84901c-1e41-4c0c-aacd-7382ebccf33b,Y0000024331
751bbfd0-819e-4160-bb7e-e0c19f927101,Y0000024332
e9a542fd-bb5b-495b-9aa0-42c8d7f1eb14,Y0000024335
d1c19767-b5da-4dd5-8c9e-af4c4c3b55b4,Y0000024336
8ea62d40-5f70-46d4-a357-d2710cf63ef2,Y0000024324
04074bca-f9f4-43f7-b97f-4fa5370811be,Y0000024325
178499a5-2cbc-40cb-b123-c0f06bd19824,Y0000024327
50ea05ea-5d9f-4da6-9411-8e197f26817f,Y0000024333
4c8bfeb7-d8bb-45d9-bc4e-5f4143eebbf3,Y0000024334
4cc28ffb-d46c-43a3-bc58-3ca7869edd08,Y0000001189
90883ac2-5bcb-43c0-abef-202db25a142b,Y0000007189
a58aea0c-2a96-427a-a4bf-163885f2e538,Y0000050655
b096942d-afee-4898-8eb5-ab80a8f26ccb,Y0000003589
5eaabb96-da06-4427-aecf-725e2d413d28,Y0000003564
8ac06c75-412a-4b18-8f8f-0802615a03c9, 0000000337
8fea9dae-1786-4283-b60b-335977fdc793,Y0000001029
d950543c-fbfa-45cf-8d69-1134ea9f7d93,Y0000001157
fbc7f01a-f691-4db6-9e82-cd24e9190622,Y0000000581
2849f243-d8a7-461b-a29f-c935357d48f3,Y0000050126
6398cea5-ecac-45a1-aab7-e66888962a5c,Y0000030256
b9f170ad-90c0-4230-b444-f8617ac96c00,Y0000000784
617584e1-0a48-48e7-b9bf-eaa417f48da3,Y0000030519
fadb2385-1b08-4c47-973a-b93bce94b78a,Y0000030144
fc4759ef-7f85-4e50-96d5-78151fd10e1e, 00089
0b0c7f55-7eab-43fc-8a04-ff1eb5842683, 00090
f8401fce-966a-4d33-bccf-4633890bed60, 00097
db4e4513-480a-487e-917e-848ddd60713d,Y0000037768
a47b5c58-c58a-4222-b855-c33bff52c730,Y0000047110
d7c2611d-09d8-4079-bee4-737857e3ec07,Y0000040151
01ed606e-10ab-49f1-bde7-08d52a311602,Y0000037779
febaaf7c-8c6e-4875-89cb-257f29a9766a,Y0000037422
7fda8cfa-f3ca-4a79-a8d7-178948e595c9,Y0000040039
93446eae-f0d8-490a-baf1-a3ce97505753,Y0000001156
c9f1650f-7617-4312-b2fa-0c11abe63379,Y0000040434
40810e00-187d-43a8-8872-048ecf60bd71, 0000000389
97f35adb-968e-4046-bc94-e545caef0957,Y0000040963
87132a76-672f-489c-a87c-b3568ccb8802,Y0000040667
9656122d-979a-4233-bd31-235f0237835c,Y0000046282
27c7c84b-2347-47ac-8510-e924e58ad697,Y0000004690
ef7bd38b-7b92-4640-85d5-5ecf34ff9501,Y0000048360
22b6a479-6f70-4365-8ddf-65059fbb2c5e,Y0000040578
e75c3eec-bca1-4442-9e8a-80b0e64e9038,Y0000040597
8fbb4cc4-31b3-4191-b861-4ca939921e55,Y0000018177
d53063da-61be-47c6-b1e2-4fbb2d8db225,Y0000040907
ec11bf7a-6140-4c5c-beb9-5b23a7ea5d28,Y0000041233
9d6e0557-86d1-458f-ac34-6122e1f0cb3f,Y0000041215
9bde6e82-eaf1-49ad-8c17-f8474a0e89f1,Y0000041319
f26502f8-3a70-4cb0-aee3-72326b17e3d0,Y0000001039
e91042dc-0c39-45d7-b770-6f4b06ff2fbb,Y0000035607
639c24f9-5498-4ccd-817b-26909c9501ba,Y0000000597
c8ce2706-5ae0-4a9a-8404-75c43a2f36e8,Y0000041422
a1243ee4-2140-4971-aafc-f89f53ea2377,Y0000026486
627db0cd-37b7-4025-955d-9e10c2ca27c4,Y0000040961
598acb3c-ecc3-4da7-8caa-750c2c171c36,Y0000042031
4cae0c4c-6102-4c08-8c70-bc6fa188c86d,Y0000041103
325ee13c-9ab2-45df-9e12-5b8f36e31040,Y0000003804
a6aeb324-d601-44db-b5d8-22caacc86e16,Y0000041705
41bf4d13-9fb7-49bd-b4fd-74f34b6dabe9,Y0000011017
e1f964c6-2530-4845-9d0f-f6e7f917c6e0,Y0000002222
4326c4a9-0c51-4519-be76-137fd9dddaa8,Y0000041326
412ed65c-eeca-4efd-8703-7b97907792bf,Y0000043112
36ce7482-4d84-421a-8395-169e9e99cd4a,Y0000018750
39c31f1f-1d70-4b75-879e-ba8700ed1fb5,Y0000018739
87ccb574-7697-4e8c-93c9-2d89c10057bf,Y0000018746
1210c187-f631-4c2e-8018-16bc1c24b5f4,Y0000004824
521b0523-c320-435f-9e6d-f1cd41f629dc,Y0000041765
31fa50a8-5512-4f0e-8a81-b92449fa38c0,Y0000018117
326009e8-1982-4901-afc2-20a94d9ee974,Y0000004729
ab8d6137-4d50-44b5-b686-89dc9f55e6c9,Y0000041849
92582c03-7dd6-4127-a418-cbe0246ddbe1,Y0000000421
f7dee507-ff4e-4441-ae1f-ee7e59ac2316,Y0000018139
7f6e9d8d-5bb5-40be-983a-90f1d8a56264,Y0000040663
4476ed31-017f-4a5a-a67a-9d39b5af5397,Y0000037774
a57bf976-2b8d-4f41-acbf-1d7c1e033402,Y0000040604
b9bba680-3171-4a41-baf9-14f2b435b626,Y0000000680
5f368521-3a8d-477a-84a3-8285e35ab76f,Y0000037773
e4940351-0943-4db0-a2b6-61197ab9ece0,Y0000042257
cd756220-38ef-4fe2-8fb2-1ddd74d0560c,Y0000040519
78388623-b440-445b-a6a3-d0d59ca9234b,Y0000000651
9e605553-6358-4972-a1a9-5fa49f5b4acb,Y0000017671
bbbd9de6-c82a-4c52-a567-87938621e51b,Y0000040588
fca32b91-69f0-4049-87e7-cc0cd08d9ee8,Y0000001340
3844d461-19b5-4f0d-bff8-7ed5915247f3,Y0000000675
feed1ae8-9f54-4908-b143-43aed7283993,Y0000002694
4ebc4e09-4261-4150-ba6b-a166d0d9f3ad,Y0000048976
95ee8dd0-8a54-4a31-9715-99dc1f387ae5,Y0000001033
84d5a3f3-1fd0-4da4-96b0-e4265471a821,Y0000040438
1257c74e-4061-47ac-8d42-6e76bd208441,Y0000041988
1cd571fa-d349-4cc7-8f06-0068be575e86,Y0000043743
acadec5b-611f-4622-a97b-333582650125,Y0000000663
ae5c8980-f6ea-41dd-93bd-2470bb8cc811,Y0000000492
0f766afd-6a87-45bb-b8d0-bac88fb62d4c,Y0000042769
a5c0de06-73ed-495d-8f19-6c3a8c10ea0a,Y0000009580
56d102a5-e405-4e41-9847-9889dfef86b3,Y0000000674
567588b4-37af-4159-9e3c-275be133443b,Y0000000683
d4ee58d8-688e-4b61-af43-ce028e6c00c2,Y0000042021
1af1fa80-dbdf-487a-8a68-aad3c0856f99,K0000001378
55c2b6a8-a8b5-4929-84ba-a57cca8938be,K0000001401
d8c4153f-2fad-4783-8b92-24d117da1b30,Y0000040600
9bf8ee97-4b7b-4546-a482-07e1689c97f5,Y0000042016
8ee99a15-ce40-430d-903f-625525c5e257,Y0000024841
4a3ac21a-c3fc-426c-9153-419ced183e5a,Y0000000664
4e2867c8-0d8e-47ed-b250-40399d1b9ac3,Y0000000444
d1f70145-5e1a-4d34-a75d-e05178795515,K0000001380
42e285b5-25f7-4949-af73-227b1f7050a0,K0000001407
ed97b7c3-cce6-48f9-bff2-9ec59ca3d68f,Y0000048152
1cd558cb-54d2-4711-a6ab-455bb5a6b0ba,Y0000043156
3e44265e-f682-4027-a9ed-a42c755bb8f2,Y0000042173
1ee76c4c-2e3e-4b4b-a6c0-4e4e5f527b5c,Y0000042174
3b74d98d-245a-467e-a838-0c02b2ce4416, 0000000365
c814413b-4261-41a4-a106-5916e440a1ce,Y0000000665
75c88240-fa83-49de-8174-9057bc847a67,Y0000041986
ffab46cc-3634-4d30-b25f-b1aa112fdb39,Y0000042040
0a6d8601-ea03-4293-a41e-142f4d723335,Y0000043616
8af1913c-6025-4922-bdc1-e44e8f67a3d8,Y0000035372
79dff2b2-402d-4823-9878-2ecad6f5db4a,Y0000020291
f6c6db9e-ad20-4abf-ac5c-ea57ecbb28b9, 0000000384
cc21cb6b-9716-40fc-9b74-086aabca84cd,Y0000042407
1fe7a08c-f9d8-4d59-93fa-d385d5510a8b,Y0000046551
b855e86f-e1f4-473c-8325-543b011df9ce,Y0000042404
8a7630a0-4107-48db-a705-f1d0e3037a03,Y0000042409
fb750a3b-74ad-4bc5-8ce1-e228df76385e,Y0000042408
51e2d4ed-6950-4c55-b404-a83004312dfb,Y0000042405
fc4757ad-47c7-459f-b51d-7c5b6d96aa5b,Y0000042400
64006a63-2c92-4068-bf2f-f36d12628df3,Y0000042403
ebf44c1c-3b5e-4c34-9929-bd349355dba8,Y0000042402
53b774c9-23e2-4e2c-922a-934d36a5712d,Y0000042401
ac44a974-74f2-4aa6-b179-823c9faa4507,Y0000042415
658381b0-83c7-4622-a8e1-4307b8506c49,Y0000042410
8210402b-e4b4-483f-bb28-ea9c4823ed60,Y0000042411
d1378355-980f-46e9-b117-94e6c89c81ce,Y0000042413
fe29dffb-afd7-428d-accb-893a7b448ed3,Y0000042414
97471ea2-7968-4d4b-a73c-bb40cdb9c0e1,Y0000042412
0d927870-008f-4fc8-a6fc-deb95c12d19a,Y0000042406
69171ac7-f699-4d97-b2ea-5f65a19aa393,Y0000042443
f8655b3c-273b-40a6-86ff-f50cb8f8828a,Y0000001041
928f4abc-0b30-4bcc-acba-9e13a6ecc232,Y0000041695
fa182872-7886-4323-a0af-592c7d386129,Y0000029092
f5fb678e-09ca-4f8a-a0f9-cf04facfff07,Y0000041327
515b9532-9a3a-4a9b-b098-d452a1f89319,Y0000041320
aea477ed-d113-449f-8519-2d1c80e61693,Y0000040700
1ae1a7df-9ec1-4ada-8739-478ee15d99e3,Y0000042558
52a93d18-a31e-4c84-96be-1b03a23efa1d,Y0000000963
15bbd42e-7daa-4ba0-9a84-d4d09e797f44,Y0000042556
5a90b7ff-f9f2-44a4-b517-cb87a76bafa1,Y0000042557
f8348bcf-7623-450f-abc1-d3e0062573d8,Y0000042163
220ed188-97c5-4dd7-af96-bb346a66de9e,Y0000046169
9fd3352e-6150-4c4f-865d-17c0450204ac, 0000000335
3a0eedc2-c27d-4e40-85e7-126df91c9b45,Y0000018640
b913aedd-cf94-41d6-9d24-92c9a4e5b978,Y0000047164
83810db9-7d26-4c5a-9915-22cefd174441,Y0000050128
93b7db3f-8148-4ae5-8153-ce8a506574c0,Y0000041500
4ee2da21-5539-48d6-832f-79fb270c86ed,Y0000002682
b5b25f90-e165-4062-b4af-ccd57a657409,Y0000041706
42168467-8595-4dc2-8219-aae414cdacd1,Y0000043114
08cdcae0-52c5-4c7e-bd46-f052ded83c25,Y0000043117
ab0dc3bc-c52a-41d8-ac3a-e4f1ecbfccc9,Y0000000446
9534905a-5d35-45ad-83fc-951d9f5a7388,Y0000000468
5223db2b-6319-4583-81e8-803d8ba78c4c,Y0000000620
9adc9ea6-03bf-4ad1-8a5e-7be6fc12cd2e,Y0000000835
8a9204e4-6297-4777-b8c8-e8c5f6fa40a4,Y0000002693
6d2cd7d0-0639-4fa9-857a-c1e58e2e4934,Y0000042574
e0f7ac65-1e71-42c4-8315-defee11fbd4d,Y0000001000
f915f401-1728-4afc-9075-47d2500ed6a0,Y0000007863
5f535796-10ae-4887-8921-d4259f1caf03,Y0000018301
8f285899-e59b-426a-a4f5-101ae27c29be,Y0000036937
0f9f32e5-1b69-4dfb-826e-6250673ffeac,Y0000034841
3a8949b5-da62-48e2-9877-6e07eabdb328,Y0000039631
1ec636b1-7c34-4fae-b1dd-506c185aa984,Y0000000723
b570ada6-456d-42bc-94ef-024a1a6d5676,Y0000040430
ffb81dea-a2cf-4ed4-b6c8-b8b0812a9e98,Y0000018402
cbe7b604-e5cf-4160-8c58-ff1c7fa177b2,Y0000042761
a4ab60b0-5183-46d8-8302-799912aa560b,Y0000042037
d68b173a-2339-4e6d-a4be-ebb5aa6b3a79,Y0000050985
29cfd95b-6704-4706-be09-f28d06252415,Y0000043173
820e541a-4145-4356-a6bc-9139055c7ef0,Y0000041751
64469103-8bd1-4099-bf90-62c0e23c50bb,Y0000000811
a58d1bba-7f26-44dd-b568-f913cb3e2f8b,Y0000042450
1040d209-555b-40b9-91bb-12323742df89,Y0000041112
89b29b8d-9408-4aab-ab12-71d07123d30c,Y0000041099
ab2c920d-c834-4b2c-a87e-aafbf47fc5d1,Y0000043321
33c40e23-8f1f-4fb4-9507-a4b9574a56d1,Y0000042565
3f541a3e-39b6-4144-8aef-28c8f467643b,Y0000040611
134a942d-e007-4cfc-8c4d-6c7e72f0a75b,Y0000043614
d0966de0-7b60-43eb-946d-d29d8181dc61,Y0000043290
c9544190-330e-4444-85f4-a2fd1233e8ea,Y0000041848
4a8902ca-fab8-4222-a740-5bd0c91c34c5,Y0000042573
82d41f6c-f23d-44d6-82a2-5197e8372e0c,Y0000000564
7a44926a-1006-4040-bebc-3002ac839f8c,Y0000043870
30145880-00fd-403b-bd35-098b53df762e,Y0000000733
af995cdf-0cf4-4bd0-9bc9-4fc041339ecf,Y0000051044
ac379bb3-fb99-40db-93aa-4d0726145e34,Y0000040427
481b8058-0090-42ef-abcf-dbd8ba903dd5,Y0000039887
1be98b24-8b60-4dcc-a7a7-e5d7d1423e35,Y0000043169
3d8e7c26-ea74-4312-9e08-b1812edd09ee,Y0000042039
a188d17f-9a09-4220-b8ea-ced35f6686d5,Y0000043316
517e8eca-41a0-4e2b-b608-60602e8af41c,Y0000043315
2abeb908-cd3d-4e0d-9776-f3ccf0e566e8,Y0000043317
6bf12a87-458e-49aa-be8a-e6b7fb0aa966,Y0000040429
af97d1c8-a235-43c2-b240-aa9065ba1bd6,Y0000043318
9dda3dce-757b-4888-9780-f8f1a9d3d8c2,Y0000043906
5c23ec21-b870-4f48-9c1e-ffc4be2ef592,Y0000034246
1c8e4809-db2c-447a-a36a-841860cf35ef,Y0000042156
b31c98c2-a594-41d6-931d-65e05477207f,Y0000041698
03ee3084-5d5c-4ed0-bec7-87882d1a4c01,Y0000051041
e759496c-fa8e-4c9f-b15e-4c42b5adc74b,Y0000000600
093bd5f2-27d0-43c0-a05b-3cbc6d0ca849,Y0000000707
1e882654-4303-4b49-b6b3-80021a048df4,Y0000041607
1331e1ec-6cc0-4208-a3a2-b6c0940dd007,Y0000048363
96be5a62-1131-4bc5-a41a-bc898f813f92,Y0000042256
b09fc965-9bcb-4a5d-8930-d712d187841c,Y0000000834
83725183-8649-400b-9b46-8caa53303410,Y0000043757
b13e99f3-f7b0-4bc4-9f6f-1c51dbb2ad2a,Y0000043759
5b8e50ac-32e9-4cb8-b74b-0a604889ee69,Y0000041991
7db189a2-de8a-49dd-a208-1d1d61787049,Y0000041701
9c753f61-cc0a-42d3-b65f-63b3b1733afa,Y0000040420
3b355c18-3766-481d-bbd9-9270cda9f815,Y0000043754
43514cfd-fe48-4dbc-a207-082a7310f6c0,Y0000043165
25a5c1c5-c6f0-4931-8b13-59639eac27a8,Y0000000695
739e19ac-4698-460f-9ca6-676e62a48266,Y0000040431
35050626-0a26-49ee-a2e2-4684b25d2731,Y0000003134
e39534ff-3200-4201-8f0d-5c08010cbe59,Y0000043617
75d1bc7c-4be3-4af5-8d50-1186010c036d,Y0000043125
7188cf94-a5bd-4686-84f3-91318eae0856,Y0000042036
9eefef4a-d35d-4a49-8ef1-cfd0bff04815,Y0000041029
db78a733-e456-42de-bfdb-b1b8a197e495,Y0000000511
81bbe987-da31-4177-b52d-599ba9c540b2,Y0000042572
c53aa62c-04f9-4f49-ae44-7c8d33eb7001,Y0000045948
